Country,State,City,Station,Control Board,Year,Quarter,Month,Day,Tme,Latitude,Longitude,Pollutant_id,Pollutant_max,Pollutant_min,Pollutant_avg,AQI_Value,AQI_Category
India,Andhra_Pradesh,Amaravati,Secretariat,APPCB,2025,Qtr 4,November,18,10:00:00,16.5150833,80.5181667,CO,42,21,28,1.4,Good
India,Andhra_Pradesh,Amaravati,Secretariat,APPCB,2025,Qtr 4,November,18,10:00:00,16.5150833,80.5181667,NH3,4,1,4,1,Good
India,Andhra_Pradesh,Amaravati,Secretariat,APPCB,2025,Qtr 4,November,18,10:00:00,16.5150833,80.5181667,NO2,65,20,30,37.5,Good
India,Andhra_Pradesh,Amaravati,Secretariat,APPCB,2025,Qtr 4,November,18,10:00:00,16.5150833,80.5181667,OZONE,61,19,31,31,Good
India,Andhra_Pradesh,Amaravati,Secretariat,APPCB,2025,Qtr 4,November,18,10:00:00,16.5150833,80.5181667,PM10,160,101,120,113.33,Moderate
India,Andhra_Pradesh,Amaravati,Secretariat,APPCB,2025,Qtr 4,November,18,10:00:00,16.5150833,80.5181667,PM2.5,166,73,105,250,Poor
India,Andhra_Pradesh,Amaravati,Secretariat,APPCB,2025,Qtr 4,November,18,10:00:00,16.5150833,80.5181667,SO2,13,5,8,10,Good
India,Andhra_Pradesh,Anantapur,Gulzarpet,APPCB,2025,Qtr 4,November,18,10:00:00,14.675886,77.593027,CO,49,26,30,1.5,Good
India,Andhra_Pradesh,Anantapur,Gulzarpet,APPCB,2025,Qtr 4,November,18,10:00:00,14.675886,77.593027,NH3,4,4,4,1,Good
India,Andhra_Pradesh,Anantapur,Gulzarpet,APPCB,2025,Qtr 4,November,18,10:00:00,14.675886,77.593027,NO2,23,14,16,20,Good
India,Andhra_Pradesh,Anantapur,Gulzarpet,APPCB,2025,Qtr 4,November,18,10:00:00,14.675886,77.593027,PM10,81,60,71,71,Satisfactory
India,Andhra_Pradesh,Anantapur,Gulzarpet,APPCB,2025,Qtr 4,November,18,10:00:00,14.675886,77.593027,PM2.5,69,55,62,106.67,Moderate
India,Andhra_Pradesh,Anantapur,Gulzarpet,APPCB,2025,Qtr 4,November,18,10:00:00,14.675886,77.593027,SO2,17,14,14,17.5,Good
India,Andhra_Pradesh,Chittoor,Gangineni Cheruvu,APPCB,2025,Qtr 4,November,18,10:00:00,13.20488,79.097889,CO,101,24,32,1.6,Good
India,Andhra_Pradesh,Chittoor,Gangineni Cheruvu,APPCB,2025,Qtr 4,November,18,10:00:00,13.20488,79.097889,NH3,8,6,6,1.5,Good
India,Andhra_Pradesh,Chittoor,Gangineni Cheruvu,APPCB,2025,Qtr 4,November,18,10:00:00,13.20488,79.097889,NO2,23,15,21,26.25,Good
India,Andhra_Pradesh,Chittoor,Gangineni Cheruvu,APPCB,2025,Qtr 4,November,18,10:00:00,13.20488,79.097889,OZONE,57,53,55,55,Satisfactory
India,Andhra_Pradesh,Chittoor,Gangineni Cheruvu,APPCB,2025,Qtr 4,November,18,10:00:00,13.20488,79.097889,PM10,260,35,111,107.33,Moderate
India,Andhra_Pradesh,Chittoor,Gangineni Cheruvu,APPCB,2025,Qtr 4,November,18,10:00:00,13.20488,79.097889,PM2.5,352,38,145,319.23,Very Poor
India,Andhra_Pradesh,Chittoor,Gangineni Cheruvu,APPCB,2025,Qtr 4,November,18,10:00:00,13.20488,79.097889,SO2,34,7,16,20,Good
India,Andhra_Pradesh,Kadapa,Yerramukkapalli,APPCB,2025,Qtr 4,November,18,10:00:00,14.465052,78.824187,CO,70,35,41,2.05,Good
India,Andhra_Pradesh,Kadapa,Yerramukkapalli,APPCB,2025,Qtr 4,November,18,10:00:00,14.465052,78.824187,NH3,5,3,3,0.75,Good
India,Andhra_Pradesh,Kadapa,Yerramukkapalli,APPCB,2025,Qtr 4,November,18,10:00:00,14.465052,78.824187,NO2,23,17,17,21.25,Good
India,Andhra_Pradesh,Kadapa,Yerramukkapalli,APPCB,2025,Qtr 4,November,18,10:00:00,14.465052,78.824187,OZONE,29,23,28,28,Good
India,Andhra_Pradesh,Kadapa,Yerramukkapalli,APPCB,2025,Qtr 4,November,18,10:00:00,14.465052,78.824187,PM10,70,59,64,64,Satisfactory
India,Andhra_Pradesh,Kadapa,Yerramukkapalli,APPCB,2025,Qtr 4,November,18,10:00:00,14.465052,78.824187,PM2.5,72,56,63,110,Moderate
India,Andhra_Pradesh,Kadapa,Yerramukkapalli,APPCB,2025,Qtr 4,November,18,10:00:00,14.465052,78.824187,SO2,18,12,14,17.5,Good
India,Andhra_Pradesh,Rajamahendravaram,Anand Kala Kshetram,APPCB,2025,Qtr 4,November,18,10:00:00,16.9872867,81.7363176,CO,58,18,26,1.3,Good
India,Andhra_Pradesh,Rajamahendravaram,Anand Kala Kshetram,APPCB,2025,Qtr 4,November,18,10:00:00,16.9872867,81.7363176,NH3,3,2,2,0.5,Good
India,Andhra_Pradesh,Rajamahendravaram,Anand Kala Kshetram,APPCB,2025,Qtr 4,November,18,10:00:00,16.9872867,81.7363176,NO2,53,13,26,32.5,Good
India,Andhra_Pradesh,Rajamahendravaram,Anand Kala Kshetram,APPCB,2025,Qtr 4,November,18,10:00:00,16.9872867,81.7363176,OZONE,49,21,24,24,Good
India,Andhra_Pradesh,Rajamahendravaram,Anand Kala Kshetram,APPCB,2025,Qtr 4,November,18,10:00:00,16.9872867,81.7363176,PM10,165,64,106,104,Moderate
India,Andhra_Pradesh,Rajamahendravaram,Anand Kala Kshetram,APPCB,2025,Qtr 4,November,18,10:00:00,16.9872867,81.7363176,PM2.5,202,56,101,236.67,Poor
India,Andhra_Pradesh,Rajamahendravaram,Anand Kala Kshetram,APPCB,2025,Qtr 4,November,18,10:00:00,16.9872867,81.7363176,SO2,30,7,17,21.25,Good
India,Andhra_Pradesh,Tirumala,Toll Gate,APPCB,2025,Qtr 4,November,18,10:00:00,13.67,79.35,CO,54,28,35,1.75,Good
India,Andhra_Pradesh,Tirumala,Toll Gate,APPCB,2025,Qtr 4,November,18,10:00:00,13.67,79.35,NH3,1,1,1,0.25,Good
India,Andhra_Pradesh,Tirumala,Toll Gate,APPCB,2025,Qtr 4,November,18,10:00:00,13.67,79.35,NO2,24,15,19,23.75,Good
India,Andhra_Pradesh,Tirumala,Toll Gate,APPCB,2025,Qtr 4,November,18,10:00:00,13.67,79.35,OZONE,356,18,164,194.12,Moderate
India,Andhra_Pradesh,Tirumala,Toll Gate,APPCB,2025,Qtr 4,November,18,10:00:00,13.67,79.35,PM10,98,34,77,77,Satisfactory
India,Andhra_Pradesh,Tirumala,Toll Gate,APPCB,2025,Qtr 4,November,18,10:00:00,13.67,79.35,PM2.5,148,52,109,263.33,Poor
India,Andhra_Pradesh,Tirumala,Toll Gate,APPCB,2025,Qtr 4,November,18,10:00:00,13.67,79.35,SO2,7,5,6,7.5,Good
India,Andhra_Pradesh,Tirupati,Vaikuntapuram,APPCB,2025,Qtr 4,November,18,10:00:00,13.615387,79.40923,CO,26,15,20,1,Good
India,Andhra_Pradesh,Tirupati,Vaikuntapuram,APPCB,2025,Qtr 4,November,18,10:00:00,13.615387,79.40923,NH3,6,4,6,1.5,Good
India,Andhra_Pradesh,Tirupati,Vaikuntapuram,APPCB,2025,Qtr 4,November,18,10:00:00,13.615387,79.40923,NO2,19,11,15,18.75,Good
India,Andhra_Pradesh,Tirupati,Vaikuntapuram,APPCB,2025,Qtr 4,November,18,10:00:00,13.615387,79.40923,OZONE,17,16,17,17,Good
India,Andhra_Pradesh,Tirupati,Vaikuntapuram,APPCB,2025,Qtr 4,November,18,10:00:00,13.615387,79.40923,PM10,140,22,71,71,Satisfactory
India,Andhra_Pradesh,Tirupati,Vaikuntapuram,APPCB,2025,Qtr 4,November,18,10:00:00,13.615387,79.40923,PM2.5,229,23,82,173.33,Moderate
India,Andhra_Pradesh,Tirupati,Vaikuntapuram,APPCB,2025,Qtr 4,November,18,10:00:00,13.615387,79.40923,SO2,10,9,9,11.25,Good
India,Andhra_Pradesh,Vijayawada,Hb Colony,APPCB,2025,Qtr 4,November,18,10:00:00,16.536107,80.594233,CO,46,21,33,1.65,Good
India,Andhra_Pradesh,Vijayawada,Hb Colony,APPCB,2025,Qtr 4,November,18,10:00:00,16.536107,80.594233,NH3,5,4,4,1,Good
India,Andhra_Pradesh,Vijayawada,Hb Colony,APPCB,2025,Qtr 4,November,18,10:00:00,16.536107,80.594233,NO2,25,15,18,22.5,Good
India,Andhra_Pradesh,Vijayawada,Hb Colony,APPCB,2025,Qtr 4,November,18,10:00:00,16.536107,80.594233,PM10,101,55,75,75,Satisfactory
India,Andhra_Pradesh,Vijayawada,Hb Colony,APPCB,2025,Qtr 4,November,18,10:00:00,16.536107,80.594233,PM2.5,97,55,74,146.67,Moderate
India,Andhra_Pradesh,Vijayawada,Hb Colony,APPCB,2025,Qtr 4,November,18,10:00:00,16.536107,80.594233,SO2,16,11,13,16.25,Good
India,Andhra_Pradesh,Vijayawada,Rajiv Gandhi Park,APPCB,2025,Qtr 4,November,18,10:00:00,16.509717,80.612222,CO,41,32,32,1.6,Good
India,Andhra_Pradesh,Vijayawada,Rajiv Gandhi Park,APPCB,2025,Qtr 4,November,18,10:00:00,16.509717,80.612222,NH3,4,1,3,0.75,Good
India,Andhra_Pradesh,Vijayawada,Rajiv Gandhi Park,APPCB,2025,Qtr 4,November,18,10:00:00,16.509717,80.612222,NO2,112,61,81,101,Moderate
India,Andhra_Pradesh,Vijayawada,Rajiv Gandhi Park,APPCB,2025,Qtr 4,November,18,10:00:00,16.509717,80.612222,OZONE,65,14,28,28,Good
India,Andhra_Pradesh,Vijayawada,Rajiv Gandhi Park,APPCB,2025,Qtr 4,November,18,10:00:00,16.509717,80.612222,PM10,81,61,70,70,Satisfactory
India,Andhra_Pradesh,Vijayawada,Rajiv Gandhi Park,APPCB,2025,Qtr 4,November,18,10:00:00,16.509717,80.612222,PM2.5,81,65,72,140,Moderate
India,Andhra_Pradesh,Vijayawada,Rajiv Gandhi Park,APPCB,2025,Qtr 4,November,18,10:00:00,16.509717,80.612222,SO2,14,9,10,12.5,Good
India,Andhra_Pradesh,Vijayawada,Rajiv Nagar,APPCB,2025,Qtr 4,November,18,10:00:00,16.554731,80.64911,CO,61,30,34,1.7,Good
India,Andhra_Pradesh,Vijayawada,Rajiv Nagar,APPCB,2025,Qtr 4,November,18,10:00:00,16.554731,80.64911,NO2,12,10,11,13.75,Good
India,Andhra_Pradesh,Vijayawada,Rajiv Nagar,APPCB,2025,Qtr 4,November,18,10:00:00,16.554731,80.64911,OZONE,108,66,71,71,Satisfactory
India,Andhra_Pradesh,Vijayawada,Rajiv Nagar,APPCB,2025,Qtr 4,November,18,10:00:00,16.554731,80.64911,PM10,59,34,42,42,Good
India,Andhra_Pradesh,Vijayawada,Rajiv Nagar,APPCB,2025,Qtr 4,November,18,10:00:00,16.554731,80.64911,SO2,32,11,18,22.5,Good
India,Andhra_Pradesh,Visakhapatnam,Gvm Corporation,APPCB,2025,Qtr 4,November,18,10:00:00,17.72,83.3,CO,46,3,13,0.65,Good
India,Andhra_Pradesh,Visakhapatnam,Gvm Corporation,APPCB,2025,Qtr 4,November,18,10:00:00,17.72,83.3,NH3,3,3,3,0.75,Good
India,Andhra_Pradesh,Visakhapatnam,Gvm Corporation,APPCB,2025,Qtr 4,November,18,10:00:00,17.72,83.3,NO2,100,10,44,55,Satisfactory
India,Andhra_Pradesh,Visakhapatnam,Gvm Corporation,APPCB,2025,Qtr 4,November,18,10:00:00,17.72,83.3,OZONE,165,69,104,105.88,Moderate
India,Andhra_Pradesh,Visakhapatnam,Gvm Corporation,APPCB,2025,Qtr 4,November,18,10:00:00,17.72,83.3,PM10,146,109,129,119.33,Moderate
India,Andhra_Pradesh,Visakhapatnam,Gvm Corporation,APPCB,2025,Qtr 4,November,18,10:00:00,17.72,83.3,PM2.5,159,98,133,310,Very Poor
India,Andhra_Pradesh,Visakhapatnam,Gvm Corporation,APPCB,2025,Qtr 4,November,18,10:00:00,17.72,83.3,SO2,55,22,29,36.25,Good
India,Arunachal_Pradesh,Naharlagun,Naharlagun,APSPCB,2025,Qtr 4,November,18,10:00:00,27.103358,93.679645,CO,54,6,8,0.4,Good
India,Arunachal_Pradesh,Naharlagun,Naharlagun,APSPCB,2025,Qtr 4,November,18,10:00:00,27.103358,93.679645,NO2,7,6,6,7.5,Good
India,Arunachal_Pradesh,Naharlagun,Naharlagun,APSPCB,2025,Qtr 4,November,18,10:00:00,27.103358,93.679645,OZONE,5,5,5,5,Good
India,Arunachal_Pradesh,Naharlagun,Naharlagun,APSPCB,2025,Qtr 4,November,18,10:00:00,27.103358,93.679645,PM10,163,38,77,77,Satisfactory
India,Arunachal_Pradesh,Naharlagun,Naharlagun,APSPCB,2025,Qtr 4,November,18,10:00:00,27.103358,93.679645,PM2.5,245,33,76,153.33,Moderate
India,Arunachal_Pradesh,Naharlagun,Naharlagun,APSPCB,2025,Qtr 4,November,18,10:00:00,27.103358,93.679645,SO2,9,8,8,10,Good
India,Assam,Byrnihat,Central Academy For Sfs,PCBA,2025,Qtr 4,November,18,10:00:00,26.071318,91.87488,CO,59,43,52,2.6,Good
India,Assam,Byrnihat,Central Academy For Sfs,PCBA,2025,Qtr 4,November,18,10:00:00,26.071318,91.87488,NH3,4,4,4,1,Good
India,Assam,Byrnihat,Central Academy For Sfs,PCBA,2025,Qtr 4,November,18,10:00:00,26.071318,91.87488,NO2,8,6,7,8.75,Good
India,Assam,Byrnihat,Central Academy For Sfs,PCBA,2025,Qtr 4,November,18,10:00:00,26.071318,91.87488,OZONE,25,16,18,18,Good
India,Assam,Byrnihat,Central Academy For Sfs,PCBA,2025,Qtr 4,November,18,10:00:00,26.071318,91.87488,PM10,111,73,90,90,Satisfactory
India,Assam,Byrnihat,Central Academy For Sfs,PCBA,2025,Qtr 4,November,18,10:00:00,26.071318,91.87488,PM2.5,157,81,108,260,Poor
India,Assam,Byrnihat,Central Academy For Sfs,PCBA,2025,Qtr 4,November,18,10:00:00,26.071318,91.87488,SO2,8,5,7,8.75,Good
India,Assam,Guwahati,Iitg,PCBA,2025,Qtr 4,November,18,10:00:00,26.2028636,91.70046436,CO,22,7,12,0.6,Good
India,Assam,Guwahati,Iitg,PCBA,2025,Qtr 4,November,18,10:00:00,26.2028636,91.70046436,NH3,5,5,5,1.25,Good
India,Assam,Guwahati,Iitg,PCBA,2025,Qtr 4,November,18,10:00:00,26.2028636,91.70046436,NO2,7,1,3,3.75,Good
India,Assam,Guwahati,Iitg,PCBA,2025,Qtr 4,November,18,10:00:00,26.2028636,91.70046436,OZONE,40,1,4,4,Good
India,Assam,Guwahati,Iitg,PCBA,2025,Qtr 4,November,18,10:00:00,26.2028636,91.70046436,PM10,128,23,74,74,Satisfactory
India,Assam,Guwahati,Iitg,PCBA,2025,Qtr 4,November,18,10:00:00,26.2028636,91.70046436,PM2.5,94,4,52,86.67,Satisfactory
India,Assam,Guwahati,Iitg,PCBA,2025,Qtr 4,November,18,10:00:00,26.2028636,91.70046436,SO2,25,23,24,30,Good
India,Assam,Guwahati,Lgbi Airport,PCBA,2025,Qtr 4,November,18,10:00:00,26.10887,91.589544,CO,64,28,35,1.75,Good
India,Assam,Guwahati,Lgbi Airport,PCBA,2025,Qtr 4,November,18,10:00:00,26.10887,91.589544,NH3,6,6,6,1.5,Good
India,Assam,Guwahati,Lgbi Airport,PCBA,2025,Qtr 4,November,18,10:00:00,26.10887,91.589544,NO2,45,13,16,20,Good
India,Assam,Guwahati,Lgbi Airport,PCBA,2025,Qtr 4,November,18,10:00:00,26.10887,91.589544,OZONE,16,14,16,16,Good
India,Assam,Guwahati,Lgbi Airport,PCBA,2025,Qtr 4,November,18,10:00:00,26.10887,91.589544,PM10,90,40,71,71,Satisfactory
India,Assam,Guwahati,Lgbi Airport,PCBA,2025,Qtr 4,November,18,10:00:00,26.10887,91.589544,PM2.5,79,36,63,110,Moderate
India,Assam,Guwahati,Lgbi Airport,PCBA,2025,Qtr 4,November,18,10:00:00,26.10887,91.589544,SO2,19,5,11,13.75,Good
India,Assam,Guwahati,Pan Bazaar,PCBA,2025,Qtr 4,November,18,10:00:00,26.1875,91.744194,CO,75,8,33,1.65,Good
India,Assam,Guwahati,Pan Bazaar,PCBA,2025,Qtr 4,November,18,10:00:00,26.1875,91.744194,OZONE,22,17,18,18,Good
India,Assam,Guwahati,Pan Bazaar,PCBA,2025,Qtr 4,November,18,10:00:00,26.1875,91.744194,PM10,109,6,43,43,Good
India,Assam,Guwahati,Pan Bazaar,PCBA,2025,Qtr 4,November,18,10:00:00,26.1875,91.744194,PM2.5,164,7,55,91.67,Satisfactory
India,Assam,Guwahati,Pan Bazaar,PCBA,2025,Qtr 4,November,18,10:00:00,26.1875,91.744194,SO2,57,28,41,51.25,Satisfactory
India,Assam,Guwahati,Railway Colony,PCBA,2025,Qtr 4,November,18,10:00:00,26.181742,91.78063,CO,71,21,50,2.5,Good
India,Assam,Guwahati,Railway Colony,PCBA,2025,Qtr 4,November,18,10:00:00,26.181742,91.78063,NO2,4,3,3,3.75,Good
India,Assam,Guwahati,Railway Colony,PCBA,2025,Qtr 4,November,18,10:00:00,26.181742,91.78063,PM10,159,20,79,79,Satisfactory
India,Assam,Guwahati,Railway Colony,PCBA,2025,Qtr 4,November,18,10:00:00,26.181742,91.78063,PM2.5,285,23,95,216.67,Poor
India,Assam,Guwahati,Railway Colony,PCBA,2025,Qtr 4,November,18,10:00:00,26.181742,91.78063,SO2,33,31,32,40,Good
India,Assam,Nagaon,Christianpatty,PCBA,2025,Qtr 4,November,18,10:00:00,26.349082,92.68449,NH3,4,3,4,1,Good
India,Assam,Nagaon,Christianpatty,PCBA,2025,Qtr 4,November,18,10:00:00,26.349082,92.68449,NO2,1,1,1,1.25,Good
India,Assam,Nagaon,Christianpatty,PCBA,2025,Qtr 4,November,18,10:00:00,26.349082,92.68449,OZONE,9,8,9,9,Good
India,Assam,Nagaon,Christianpatty,PCBA,2025,Qtr 4,November,18,10:00:00,26.349082,92.68449,PM10,35,32,32,32,Good
India,Assam,Nagaon,Christianpatty,PCBA,2025,Qtr 4,November,18,10:00:00,26.349082,92.68449,PM2.5,33,28,28,46.67,Good
India,Assam,Nagaon,Christianpatty,PCBA,2025,Qtr 4,November,18,10:00:00,26.349082,92.68449,SO2,13,11,13,16.25,Good
India,Assam,Nalbari,Bata Chowk,PCBA,2025,Qtr 4,November,18,10:00:00,26.446912,91.439057,CO,31,14,20,1,Good
India,Assam,Nalbari,Bata Chowk,PCBA,2025,Qtr 4,November,18,10:00:00,26.446912,91.439057,NH3,8,4,6,1.5,Good
India,Assam,Nalbari,Bata Chowk,PCBA,2025,Qtr 4,November,18,10:00:00,26.446912,91.439057,NO2,21,9,15,18.75,Good
India,Assam,Nalbari,Bata Chowk,PCBA,2025,Qtr 4,November,18,10:00:00,26.446912,91.439057,OZONE,22,3,22,22,Good
India,Assam,Nalbari,Bata Chowk,PCBA,2025,Qtr 4,November,18,10:00:00,26.446912,91.439057,PM10,105,21,50,50,Good
India,Assam,Nalbari,Bata Chowk,PCBA,2025,Qtr 4,November,18,10:00:00,26.446912,91.439057,PM2.5,85,13,38,63.33,Satisfactory
India,Assam,Nalbari,Bata Chowk,PCBA,2025,Qtr 4,November,18,10:00:00,26.446912,91.439057,SO2,9,1,8,10,Good
India,Assam,Silchar,Tarapur,PCBA,2025,Qtr 4,November,18,10:00:00,24.82827,92.79525,CO,70,24,29,1.45,Good
India,Assam,Silchar,Tarapur,PCBA,2025,Qtr 4,November,18,10:00:00,24.82827,92.79525,NH3,1,1,1,0.25,Good
India,Assam,Silchar,Tarapur,PCBA,2025,Qtr 4,November,18,10:00:00,24.82827,92.79525,NO2,19,16,18,22.5,Good
India,Assam,Silchar,Tarapur,PCBA,2025,Qtr 4,November,18,10:00:00,24.82827,92.79525,OZONE,6,6,6,6,Good
India,Assam,Silchar,Tarapur,PCBA,2025,Qtr 4,November,18,10:00:00,24.82827,92.79525,PM10,71,50,59,59,Satisfactory
India,Assam,Silchar,Tarapur,PCBA,2025,Qtr 4,November,18,10:00:00,24.82827,92.79525,PM2.5,54,36,42,70,Satisfactory
India,Assam,Silchar,Tarapur,PCBA,2025,Qtr 4,November,18,10:00:00,24.82827,92.79525,SO2,7,4,6,7.5,Good
India,Assam,Sivasagar,Girls College,PCBA,2025,Qtr 4,November,18,10:00:00,26.987634,94.636574,CO,75,12,31,1.55,Good
India,Assam,Sivasagar,Girls College,PCBA,2025,Qtr 4,November,18,10:00:00,26.987634,94.636574,NH3,16,7,12,3,Good
India,Assam,Sivasagar,Girls College,PCBA,2025,Qtr 4,November,18,10:00:00,26.987634,94.636574,NO2,36,19,27,33.75,Good
India,Assam,Sivasagar,Girls College,PCBA,2025,Qtr 4,November,18,10:00:00,26.987634,94.636574,OZONE,82,4,10,10,Good
India,Assam,Sivasagar,Girls College,PCBA,2025,Qtr 4,November,18,10:00:00,26.987634,94.636574,PM10,68,29,49,49,Good
India,Assam,Sivasagar,Girls College,PCBA,2025,Qtr 4,November,18,10:00:00,26.987634,94.636574,PM2.5,74,10,41,68.33,Satisfactory
India,Assam,Sivasagar,Girls College,PCBA,2025,Qtr 4,November,18,10:00:00,26.987634,94.636574,SO2,15,5,9,11.25,Good
India,Bihar,Araria,Kharahiya Basti,BSPCB,2025,Qtr 4,November,18,10:00:00,26.146529,87.454184,CO,34,24,33,1.65,Good
India,Bihar,Araria,Kharahiya Basti,BSPCB,2025,Qtr 4,November,18,10:00:00,26.146529,87.454184,NH3,12,9,11,2.75,Good
India,Bihar,Araria,Kharahiya Basti,BSPCB,2025,Qtr 4,November,18,10:00:00,26.146529,87.454184,NO2,64,2,22,27.5,Good
India,Bihar,Araria,Kharahiya Basti,BSPCB,2025,Qtr 4,November,18,10:00:00,26.146529,87.454184,OZONE,10,10,10,10,Good
India,Bihar,Araria,Kharahiya Basti,BSPCB,2025,Qtr 4,November,18,10:00:00,26.146529,87.454184,PM10,171,17,68,68,Satisfactory
India,Bihar,Araria,Kharahiya Basti,BSPCB,2025,Qtr 4,November,18,10:00:00,26.146529,87.454184,PM2.5,316,5,101,236.67,Poor
India,Bihar,Araria,Kharahiya Basti,BSPCB,2025,Qtr 4,November,18,10:00:00,26.146529,87.454184,SO2,21,15,19,23.75,Good
India,Bihar,Arrah,New Dm Office,BSPCB,2025,Qtr 4,November,18,10:00:00,25.5626095,84.663264,CO,66,33,52,2.6,Good
India,Bihar,Arrah,New Dm Office,BSPCB,2025,Qtr 4,November,18,10:00:00,25.5626095,84.663264,NH3,1,1,1,0.25,Good
India,Bihar,Arrah,New Dm Office,BSPCB,2025,Qtr 4,November,18,10:00:00,25.5626095,84.663264,NO2,9,4,7,8.75,Good
India,Bihar,Arrah,New Dm Office,BSPCB,2025,Qtr 4,November,18,10:00:00,25.5626095,84.663264,OZONE,17,5,8,8,Good
India,Bihar,Arrah,New Dm Office,BSPCB,2025,Qtr 4,November,18,10:00:00,25.5626095,84.663264,PM10,169,88,131,120.67,Moderate
India,Bihar,Arrah,New Dm Office,BSPCB,2025,Qtr 4,November,18,10:00:00,25.5626095,84.663264,PM2.5,248,70,157,328.46,Very Poor
India,Bihar,Arrah,New Dm Office,BSPCB,2025,Qtr 4,November,18,10:00:00,25.5626095,84.663264,SO2,10,8,10,12.5,Good
India,Bihar,Aurangabad,Gurdeo Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,24.75746,84.366208,CO,104,34,102,5.1,Good
India,Bihar,Aurangabad,Gurdeo Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,24.75746,84.366208,NH3,2,1,2,0.5,Good
India,Bihar,Aurangabad,Gurdeo Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,24.75746,84.366208,NO2,8,7,8,10,Good
India,Bihar,Aurangabad,Gurdeo Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,24.75746,84.366208,OZONE,96,6,20,20,Good
India,Bihar,Aurangabad,Gurdeo Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,24.75746,84.366208,PM10,174,79,111,107.33,Moderate
India,Bihar,Aurangabad,Gurdeo Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,24.75746,84.366208,PM2.5,183,40,70,133.33,Moderate
India,Bihar,Aurangabad,Gurdeo Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,24.75746,84.366208,SO2,19,10,14,17.5,Good
India,Bihar,Begusarai,Lohiyanagar,BSPCB,2025,Qtr 4,November,18,10:00:00,25.42742023,86.13886079,CO,86,60,71,3.55,Good
India,Bihar,Begusarai,Lohiyanagar,BSPCB,2025,Qtr 4,November,18,10:00:00,25.42742023,86.13886079,NH3,5,4,5,1.25,Good
India,Bihar,Begusarai,Lohiyanagar,BSPCB,2025,Qtr 4,November,18,10:00:00,25.42742023,86.13886079,NO2,23,16,20,25,Good
India,Bihar,Begusarai,Lohiyanagar,BSPCB,2025,Qtr 4,November,18,10:00:00,25.42742023,86.13886079,OZONE,205,26,39,39,Good
India,Bihar,Begusarai,Lohiyanagar,BSPCB,2025,Qtr 4,November,18,10:00:00,25.42742023,86.13886079,PM10,113,53,88,88,Satisfactory
India,Bihar,Begusarai,Lohiyanagar,BSPCB,2025,Qtr 4,November,18,10:00:00,25.42742023,86.13886079,PM2.5,160,43,79,163.33,Moderate
India,Bihar,Begusarai,Lohiyanagar,BSPCB,2025,Qtr 4,November,18,10:00:00,25.42742023,86.13886079,SO2,39,36,38,47.5,Good
India,Bihar,Bettiah,Kamalnath Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,26.80365,84.51954,CO,129,69,100,5,Good
India,Bihar,Bettiah,Kamalnath Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,26.80365,84.51954,NH3,1,1,1,0.25,Good
India,Bihar,Bettiah,Kamalnath Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,26.80365,84.51954,NO2,10,3,8,10,Good
India,Bihar,Bettiah,Kamalnath Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,26.80365,84.51954,OZONE,23,20,22,22,Good
India,Bihar,Bettiah,Kamalnath Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,26.80365,84.51954,PM10,193,57,126,117.33,Moderate
India,Bihar,Bettiah,Kamalnath Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,26.80365,84.51954,PM2.5,303,48,145,319.23,Very Poor
India,Bihar,Bettiah,Kamalnath Nagar,BSPCB,2025,Qtr 4,November,18,10:00:00,26.80365,84.51954,SO2,35,5,13,16.25,Good
India,Bihar,Bhagalpur,Mayaganj,BSPCB,2025,Qtr 4,November,18,10:00:00,25.265194,87.012947,CO,87,20,72,3.6,Good
India,Bihar,Bhagalpur,Mayaganj,BSPCB,2025,Qtr 4,November,18,10:00:00,25.265194,87.012947,NH3,12,6,9,2.25,Good
India,Bihar,Bhagalpur,Mayaganj,BSPCB,2025,Qtr 4,November,18,10:00:00,25.265194,87.012947,NO2,8,6,7,8.75,Good
India,Bihar,Bhagalpur,Mayaganj,BSPCB,2025,Qtr 4,November,18,10:00:00,25.265194,87.012947,OZONE,115,19,48,48,Good
India,Bihar,Bhagalpur,Mayaganj,BSPCB,2025,Qtr 4,November,18,10:00:00,25.265194,87.012947,PM10,122,67,106,104,Moderate
India,Bihar,Bhagalpur,Mayaganj,BSPCB,2025,Qtr 4,November,18,10:00:00,25.265194,87.012947,PM2.5,140,65,101,236.67,Poor
India,Bihar,Bhagalpur,Mayaganj,BSPCB,2025,Qtr 4,November,18,10:00:00,25.265194,87.012947,SO2,57,16,44,55,Satisfactory
India,Bihar,Buxar,Charitra Van,BSPCB,2025,Qtr 4,November,18,10:00:00,25.56752,83.966379,CO,29,20,25,1.25,Good
